/home/datadons/.local/lib/python3.8/site-packages/gensim/similarities/__init__.py:15: UserWarning: The gensim.similarities.levenshtein submodule is disabled, because the optional Levenshtein package <https://pypi.org/project/python-Levenshtein/> is unavailable. Install Levenhstein (e.g. `pip install python-Levenshtein`) to suppress this warning.
  warnings.warn(msg)
The file vector_representation/cuttly.py.txt is a false positive 
The file vector_representation/rolling.py.txt is a false negative 
The file vector_representation/enum_type.py.txt is a false positive 
The file vector_representation/errors.py.txt is a false negative 
The file vector_representation/abstract_driver.py.txt is a false positive 
The file vector_representation/coco_utils.py.txt is a false positive 
The file vector_representation/rrule.py.txt is a false negative 
The file vector_representation/conv_utils.py.txt is a false positive 
The file vector_representation/corrector.py.txt is a false positive 
The file vector_representation/activate.py.txt is a false positive 
The file vector_representation/_fs.py.txt is a false positive 
The file vector_representation/numba_.py.txt is a false negative 
The file vector_representation/concurrent.py.txt is a false positive 
The file vector_representation/auth.py.txt is a false positive 
The file vector_representation/appxmanifest.py.txt is a false positive 
The file vector_representation/bitly.py.txt is a false positive 

Epoch:  27 , Time:  421.25160121917725 , Training Loss:  103.13158671061198 , Validation Loss:  7546.825256347656 , accuracy:  0.7154471544715447
############### 

data:  vector_representation/bert_tensorizer.py.txt
data:  vector_representation/option_helpers.py.txt
data:  vector_representation/BearTest.py.txt
data:  vector_representation/_core.py.txt
data:  vector_representation/example.py.txt
data:  vector_representation/lazy.py.txt
data:  vector_representation/load.py.txt
data:  vector_representation/authorization.py.txt
data:  vector_representation/exception_handler.py.txt
data:  vector_representation/forwardprop_test.py.txt
data:  vector_representation/decorator.py.txt
data:  vector_representation/crypto_box.py.txt
data:  vector_representation/decorators.py.txt
data:  vector_representation/extension.py.txt
data:  vector_representation/face_detection_cli.py.txt
data:  vector_representation/metrics_utils.py.txt
data:  vector_representation/_io.py.txt
data:  vector_representation/timeout.py.txt
data:  vector_representation/web.py.txt
data:  vector_representation/parser_utils.py.txt
data:  vector_representation/test_stress_sortedlist.py.txt
data:  vector_representation/vbox_guest.py.txt
data:  vector_representation/multi.py.txt
data:  vector_representation/pandasutils.py.txt
data:  vector_representation/_databases.py.txt
data:  vector_representation/brew.py.txt
data:  vector_representation/asyncsupport.py.txt
data:  vector_representation/microbenchmarks.py.txt
data:  vector_representation/crypto_hash.py.txt
data:  vector_representation/dviread.py.txt
data:  vector_representation/dist_utils.py.txt
data:  vector_representation/cli.py.txt
data:  vector_representation/_data_types.py.txt
data:  vector_representation/worker_test.py.txt
data:  vector_representation/brew_install.py.txt
data:  vector_representation/bptt_sampler.py.txt
data:  vector_representation/_multierror.py.txt
data:  vector_representation/junos.py.txt
data:  vector_representation/_wrap.py.txt
data:  vector_representation/blink_detection.py.txt
data:  vector_representation/overrides.py.txt
data:  vector_representation/prompt.py.txt
data:  vector_representation/apk.py.txt
data:  vector_representation/time.py.txt
data:  vector_representation/crypto_pwhash.py.txt
data:  vector_representation/circular_linked_list.py.txt
data:  vector_representation/lru_cache.py.txt
data:  vector_representation/connect.py.txt
data:  vector_representation/deploy.py.txt
data:  vector_representation/nanops.py.txt
data:  vector_representation/rcmod.py.txt
data:  vector_representation/debug.py.txt
data:  vector_representation/threading.py.txt
data:  vector_representation/loader.py.txt
data:  vector_representation/check_colors.py.txt
data:  vector_representation/empty_script.py.txt
data:  vector_representation/async_matrix.py.txt
data:  vector_representation/creator-dask.py.txt
data:  vector_representation/clckru.py.txt
data:  vector_representation/codecs.py.txt
data:  vector_representation/responses.py.txt
data:  vector_representation/deconstruct.py.txt
data:  vector_representation/freeze.py.txt
data:  vector_representation/memory_profiler.py.txt
data:  vector_representation/tensor_engine.py.txt
data:  vector_representation/tf_utils.py.txt
data:  vector_representation/crypto_generichash.py.txt
data:  vector_representation/autocast_mode.py.txt
data:  vector_representation/recursion.py.txt
data:  vector_representation/replaygain.py.txt
data:  vector_representation/jedi_vim.py.txt
data:  vector_representation/btrfs.py.txt
data:  vector_representation/_copy.py.txt
data:  vector_representation/clickjacking.py.txt
data:  vector_representation/_make.py.txt
data:  vector_representation/brew_cask_dependency.py.txt
data:  vector_representation/pipeline.py.txt
data:  vector_representation/apply.py.txt
data:  vector_representation/artist.py.txt
data:  vector_representation/tracing_helper.py.txt
data:  vector_representation/pytesseract.py.txt
data:  vector_representation/_inspect.py.txt
data:  vector_representation/resource_protector.py.txt
data:  vector_representation/utils.py.txt
data:  vector_representation/lr_scheduler.py.txt
data:  vector_representation/_write_dataset.py.txt
data:  vector_representation/abstract_outliers_bounds.py.txt
data:  vector_representation/deprecation.py.txt
data:  vector_representation/composition.py.txt
data:  vector_representation/templatetags.py.txt
data:  vector_representation/_wait.py.txt
data:  vector_representation/callstack_sampler.py.txt
data:  vector_representation/_logic.py.txt
data:  vector_representation/hooks.py.txt
data:  vector_representation/binder.py.txt
data:  vector_representation/_write_parquet.py.txt
data:  vector_representation/engine.py.txt
data:  vector_representation/bucket_batch_sampler.py.txt
data:  vector_representation/Memoize.py.txt
data:  vector_representation/_read_text.py.txt
data:  vector_representation/napalm.py.txt
data:  vector_representation/_checkpoints.py.txt
data:  vector_representation/test_task_queue_manager_callbacks.py.txt
data:  vector_representation/pyparsing.py.txt
data:  vector_representation/_helpers.py.txt
data:  vector_representation/control.py.txt
data:  vector_representation/jit_utils.py.txt
data:  vector_representation/calendar.py.txt
data:  vector_representation/_recursive.py.txt
data:  vector_representation/vsphere.py.txt
data:  vector_representation/lock.py.txt
data:  vector_representation/_delete.py.txt
data:  vector_representation/bigarray.py.txt
data:  vector_representation/_download.py.txt
data:  vector_representation/crypto_shorthash.py.txt
data:  vector_representation/build_directory_md.py.txt
data:  vector_representation/layer_utils.py.txt
data:  vector_representation/router.py.txt
data:  vector_representation/grad_mode.py.txt
data:  vector_representation/typeshed.py.txt
data:  vector_representation/client_credentials.py.txt
data:  vector_representation/symbolic_opset9.py.txt
data:  vector_representation/expressions.py.txt
data:  vector_representation/policy_client.py.txt
data:  vector_representation/alignments.py.txt
data:  vector_representation/apt_invalid_operation.py.txt
data:  vector_representation/apt.py.txt
data:  vector_representation/delayed.py.txt
data:  vector_representation/crypto_secretbox.py.txt
data:  vector_representation/mlp_identity_tf.py.txt
data:  vector_representation/_describe.py.txt
data:  vector_representation/creator-profiler.py.txt
data:  vector_representation/support.py.txt
data:  vector_representation/training_distributed_v1.py.txt
data:  vector_representation/audioBasicIO.py.txt
data:  vector_representation/flask.py.txt
data:  vector_representation/creator-dask-debug.py.txt
data:  vector_representation/profile.py.txt
data:  vector_representation/clitoolbar.py.txt
data:  vector_representation/_write_excel.py.txt
data:  vector_representation/axisgrid.py.txt
data:  vector_representation/creator.py.txt
data:  vector_representation/compileall.py.txt
data:  vector_representation/test_venafiapi.py.txt
data:  vector_representation/_merge_upsert_table.py.txt
data:  vector_representation/context.py.txt
data:  vector_representation/_list.py.txt
data:  vector_representation/client.py.txt
data:  vector_representation/create_index.py.txt
data:  vector_representation/create_ava_actions_tf_record.py.txt
data:  vector_representation/_internal.py.txt
data:  vector_representation/const.py.txt
data:  vector_representation/broker.py.txt
data:  vector_representation/constrain.py.txt
data:  vector_representation/zcbuildout.py.txt
data:  vector_representation/base.py.txt
data:  vector_representation/net_printer.py.txt
data:  vector_representation/combinerefs.py.txt
data:  vector_representation/training_utils_v1_test.py.txt
data:  vector_representation/udf.py.txt
data:  vector_representation/attrs.py.txt
data:  vector_representation/type1font.py.txt
data:  vector_representation/crypto_core.py.txt
data:  vector_representation/nikola.py.txt
data:  vector_representation/batch_sampler_test.py.txt
data:  vector_representation/subtypes.py.txt
data:  vector_representation/__metadata__.py.txt
data:  vector_representation/abstract_outliers_threshold.py.txt
data:  vector_representation/_write_concurrent.py.txt
data:  vector_representation/ext.py.txt
data:  vector_representation/_highlevel_socket.py.txt
data:  vector_representation/_jit_internal.py.txt
data:  vector_representation/symbolic_helper.py.txt
data:  vector_representation/philips_hue.py.txt
data:  vector_representation/add_context_to_examples.py.txt
data:  vector_representation/http.py.txt
data:  vector_representation/common_cuda.py.txt
data:  vector_representation/distancecluster.py.txt
data:  vector_representation/TrainerBase.py.txt
data:  vector_representation/_highlevel_open_unix_stream.py.txt
data:  vector_representation/api.py.txt
data:  vector_representation/misc.py.txt
data:  vector_representation/testinframod.py.txt
data:  vector_representation/common.py.txt
data:  vector_representation/craft_utils.py.txt
data:  vector_representation/nspawn.py.txt
data:  vector_representation/_decorator.py.txt
data:  vector_representation/build.py.txt
data:  vector_representation/junkdrawer.py.txt
data:  vector_representation/registry.py.txt
data:  vector_representation/_read_excel.py.txt
data:  vector_representation/cloud.py.txt
data:  vector_representation/dask_cudf.py.txt
data:  vector_representation/jit_metaprogramming_utils.py.txt
data:  vector_representation/_sequencer.py.txt
data:  vector_representation/_compatibility.py.txt
data:  vector_representation/conftest.py.txt
data:  vector_representation/connections.py.txt
data:  vector_representation/_check_streams.py.txt
data:  vector_representation/dagd.py.txt
data:  vector_representation/bsdinit.py.txt
data:  vector_representation/creator-ext.py.txt
data:  vector_representation/query.py.txt
data:  vector_representation/benchmark.py.txt
data:  vector_representation/params.py.txt
data:  vector_representation/astraea.py.txt
data:  vector_representation/authorization_code.py.txt
data:  vector_representation/converters.py.txt
data:  vector_representation/conf.py.txt
data:  vector_representation/cgi.py.txt
data:  vector_representation/chilpit.py.txt
data:  vector_representation/postgresql_privs.py.txt
data:  vector_representation/_argon2.py.txt
data:  vector_representation/metadata.py.txt
data:  vector_representation/rewrite.py.txt
data:  vector_representation/audioVisualization.py.txt
data:  vector_representation/crash.py.txt
data:  vector_representation/factory.py.txt
data:  vector_representation/such.py.txt
data:  vector_representation/cache.py.txt
data:  vector_representation/_parking_lot.py.txt
data:  vector_representation/_get.py.txt
data:  vector_representation/compilelock.py.txt
data:  vector_representation/cloudwatch.py.txt
data:  vector_representation/bar.py.txt
data:  vector_representation/_io_windows.py.txt
data:  vector_representation/dask.py.txt
data:  vector_representation/cudf.py.txt
data:  vector_representation/dataframe.py.txt
data:  vector_representation/async_context_manager.py.txt
data:  vector_representation/ansible.py.txt
data:  vector_representation/aststrip.py.txt
data:  vector_representation/_next_gen.py.txt
data:  vector_representation/web_1.py.txt
data:  vector_representation/providers.py.txt
data:  vector_representation/adfly.py.txt
data:  vector_representation/backend_bases.py.txt
data:  vector_representation/network_cli.py.txt
data:  vector_representation/cassandra.py.txt
data:  vector_representation/node_provider.py.txt
data:  vector_representation/crypto_scalarmult.py.txt
data:  vector_representation/column.py.txt
data:  vector_representation/test_torch.py.txt
data:  vector_representation/dynamic_params.py.txt
data:  vector_representation/test_torch_failure.py.txt
data:  vector_representation/preprocessing_stage.py.txt
data:  vector_representation/test_utils.py.txt
data:  vector_representation/binary_search_tree_recursive.py.txt
data:  vector_representation/retry.py.txt
data:  vector_representation/_io_kqueue.py.txt
data:  vector_representation/eager_tf_policy.py.txt
data:  vector_representation/core.py.txt
data:  vector_representation/base.py.txt
data:  vector_representation/function_manager.py.txt
data:  vector_representation/encoding.py.txt
data:  vector_representation/quantization.py.txt
data:  vector_representation/budget.py.txt
data:  vector_representation/crypto_sign.py.txt
data:  vector_representation/container_resource.py.txt
data:  vector_representation/_dataclasses.py.txt
data:  vector_representation/pattern_utils.py.txt
data:  vector_representation/util.py.txt
data:  vector_representation/choco.py.txt
data:  vector_representation/normalizer.py.txt
data:  vector_representation/lfu_cache.py.txt
data:  vector_representation/compound.py.txt
data:  vector_representation/vary.py.txt
data:  vector_representation/category_crossing_benchmark.py.txt
data:  vector_representation/binhex.py.txt
data:  vector_representation/conv_blocks.py.txt
data:  vector_representation/errors.py.txt
data:  vector_representation/_loop.py.txt
data:  vector_representation/interval.py.txt
data:  vector_representation/brew.py.txt
data:  vector_representation/_highlevel_open_tcp_stream.py.txt
data:  vector_representation/async_utils.py.txt
data:  vector_representation/crypto_secretstream.py.txt
data:  vector_representation/base_handler.py.txt
data:  vector_representation/craft.py.txt
data:  vector_representation/access_token.py.txt
data:  vector_representation/_upload.py.txt
data:  vector_representation/testing_utils.py.txt
data:  vector_representation/argondriver.py.txt
data:  vector_representation/rabbitmq.py.txt
data:  vector_representation/beatport.py.txt
predicts tensor([1.0000e+00, 1.0000e+00, 1.0000e+00, 1.0000e+00, 1.0000e+00, 0.0000e+00,
        2.4525e-06, 0.0000e+00, 1.0000e+00, 0.0000e+00, 1.0000e+00, 1.0000e+00,
        0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
        0.0000e+00, 0.0000e+00])
predicts tensor([0., 0., 0., 0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 1., 1., 0., 0., 0.,
        0., 1.])
predicts tensor([1., 0., 1., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0.])
predicts tensor([0., 0., 0., 0., 0., 1., 1., 0., 1., 0., 0., 1., 0., 0., 1., 0., 0., 0.,
        1., 0.])
predicts tensor([0., 0., 1., 0., 0., 1., 0., 0., 0., 0., 0., 1., 0., 0., 0., 1., 0., 0.,
        1., 0.])
predicts tensor([0.0000e+00, 0.0000e+00, 3.1859e-19, 0.0000e+00, 1.0000e+00, 0.0000e+00,
        0.0000e+00, 0.0000e+00, 0.0000e+00, 1.0000e+00, 0.0000e+00, 0.0000e+00,
        1.0000e+00, 1.0000e+00, 0.0000e+00, 1.0000e+00, 1.0000e+00, 0.0000e+00,
        0.0000e+00, 0.0000e+00])
predicts tensor([1., 0., 0.])
Validation accuracy:  0.6097560975609756
Confusión matrix: 
[[51  9]
 [39 24]]

 The prediction of the following files is incorrect: 
The file vector_representation/datastructures.py.txt is a false positive 
The file vector_representation/image.py.txt is a false negative 
The file vector_representation/checkpoint.py.txt is a false negative 
The file vector_representation/convert.py.txt is a false positive 
The file vector_representation/_decorators.py.txt is a false negative 
The file vector_representation/CoreTest.py.txt is a false positive 
The file vector_representation/logger.py.txt is a false negative 
The file vector_representation/dropbox.py.txt is a false negative 
The file vector_representation/django.py.txt is a false negative 
The file vector_representation/operation.py.txt is a false negative 
The file vector_representation/delegation_pattern.py.txt is a false negative 
The file vector_representation/auth.py.txt is a false positive 
The file vector_representation/function.py.txt is a false negative 
The file vector_representation/check.py.txt is a false positive 
The file vector_representation/pytest.py.txt is a false negative 
The file vector_representation/isoparser.py.txt is a false negative 
The file vector_representation/asyncio.py.txt is a false negative 
The file vector_representation/locustfile.py.txt is a false negative 
The file vector_representation/rrule.py.txt is a false negative 
The file vector_representation/tracer.py.txt is a false negative 
The file vector_representation/syntax_tree.py.txt is a false negative 
The file vector_representation/rolling.py.txt is a false negative 
The file vector_representation/path.py.txt is a false negative 
The file vector_representation/enum_type.py.txt is a false positive 
The file vector_representation/numba_.py.txt is a false negative 
The file vector_representation/mixins.py.txt is a false negative 
The file vector_representation/caffe_translator.py.txt is a false negative 
The file vector_representation/verify.py.txt is a false negative 
The file vector_representation/errors.py.txt is a false negative 
The file vector_representation/layer_model_helper.py.txt is a false negative 
The file vector_representation/commands.py.txt is a false positive 
The file vector_representation/_config.py.txt is a false negative 
The file vector_representation/mycog.py.txt is a false negative 
The file vector_representation/optimizer.py.txt is a false negative 
The file vector_representation/profiler.py.txt is a false negative 
The file vector_representation/util_1.py.txt is a false negative 
The file vector_representation/memento.py.txt is a false negative 
The file vector_representation/callbacks_test.py.txt is a false negative 
The file vector_representation/nightly.py.txt is a false negative 
The file vector_representation/redis.py.txt is a false negative 
The file vector_representation/batching.py.txt is a false negative 
The file vector_representation/client_mode_hook.py.txt is a false negative 
The file vector_representation/concurrent.py.txt is a false positive 
The file vector_representation/plugins.py.txt is a false negative 
The file vector_representation/common_utils.py.txt is a false negative 
The file vector_representation/cuisine.py.txt is a false negative 
The file vector_representation/binary_search_tree.py.txt is a false positive 
The file vector_representation/gradcheck.py.txt is a false negative 

Epoch:  28 , Time:  411.357027053833 , Training Loss:  218.7288335164388 , Validation Loss:  11663.507581438336 , accuracy:  0.6097560975609756
############### 

data:  vector_representation/cudf.py.txt
data:  vector_representation/autocast_mode.py.txt
data:  vector_representation/abstract_outliers_bounds.py.txt
data:  vector_representation/junos.py.txt
data:  vector_representation/threading.py.txt
data:  vector_representation/vbox_guest.py.txt
data:  vector_representation/crash.py.txt
data:  vector_representation/dist_utils.py.txt
data:  vector_representation/ansible.py.txt
data:  vector_representation/flask.py.txt
data:  vector_representation/_read_excel.py.txt
data:  vector_representation/subtypes.py.txt
data:  vector_representation/overrides.py.txt
data:  vector_representation/query.py.txt
data:  vector_representation/testing_utils.py.txt
data:  vector_representation/batch_sampler_test.py.txt
data:  vector_representation/deprecation.py.txt
data:  vector_representation/typeshed.py.txt
data:  vector_representation/prompt.py.txt
data:  vector_representation/router.py.txt
data:  vector_representation/responses.py.txt
data:  vector_representation/creator-profiler.py.txt
data:  vector_representation/broker.py.txt
data:  vector_representation/base.py.txt
data:  vector_representation/jedi_vim.py.txt
data:  vector_representation/testinframod.py.txt
data:  vector_representation/_make.py.txt
data:  vector_representation/compilelock.py.txt
data:  vector_representation/resource_protector.py.txt
data:  vector_representation/bsdinit.py.txt
data:  vector_representation/training_distributed_v1.py.txt
data:  vector_representation/BearTest.py.txt
data:  vector_representation/astraea.py.txt
data:  vector_representation/empty_script.py.txt
data:  vector_representation/eager_tf_policy.py.txt
data:  vector_representation/providers.py.txt
data:  vector_representation/rewrite.py.txt
data:  vector_representation/face_detection_cli.py.txt
data:  vector_representation/callstack_sampler.py.txt
data:  vector_representation/_internal.py.txt
data:  vector_representation/registry.py.txt
data:  vector_representation/cloud.py.txt
data:  vector_representation/dagd.py.txt
data:  vector_representation/symbolic_helper.py.txt
data:  vector_representation/compileall.py.txt
data:  vector_representation/extension.py.txt
data:  vector_representation/crypto_hash.py.txt
data:  vector_representation/support.py.txt
data:  vector_representation/clickjacking.py.txt
data:  vector_representation/base_handler.py.txt
data:  vector_representation/lfu_cache.py.txt
data:  vector_representation/lock.py.txt
data:  vector_representation/freeze.py.txt
data:  vector_representation/such.py.txt
data:  vector_representation/client.py.txt
data:  vector_representation/crypto_sign.py.txt
data:  vector_representation/brew.py.txt
data:  vector_representation/_parking_lot.py.txt
data:  vector_representation/policy_client.py.txt
data:  vector_representation/bigarray.py.txt
data:  vector_representation/_highlevel_open_unix_stream.py.txt
data:  vector_representation/circular_linked_list.py.txt
data:  vector_representation/context.py.txt
data:  vector_representation/bar.py.txt
data:  vector_representation/_decorator.py.txt
data:  vector_representation/factory.py.txt
data:  vector_representation/_logic.py.txt
data:  vector_representation/_merge_upsert_table.py.txt
data:  vector_representation/_next_gen.py.txt
data:  vector_representation/crypto_core.py.txt
data:  vector_representation/apt_invalid_operation.py.txt
data:  vector_representation/_data_types.py.txt
data:  vector_representation/_dataclasses.py.txt
data:  vector_representation/lr_scheduler.py.txt
data:  vector_representation/crypto_secretbox.py.txt
data:  vector_representation/network_cli.py.txt
data:  vector_representation/test_venafiapi.py.txt
data:  vector_representation/add_context_to_examples.py.txt
data:  vector_representation/dviread.py.txt
data:  vector_representation/_delete.py.txt
data:  vector_representation/bptt_sampler.py.txt
data:  vector_representation/deconstruct.py.txt
data:  vector_representation/craft_utils.py.txt
data:  vector_representation/worker_test.py.txt
data:  vector_representation/_compatibility.py.txt
data:  vector_representation/rcmod.py.txt
data:  vector_representation/composition.py.txt
data:  vector_representation/control.py.txt
data:  vector_representation/TrainerBase.py.txt
data:  vector_representation/abstract_outliers_threshold.py.txt
data:  vector_representation/templatetags.py.txt
data:  vector_representation/api.py.txt
data:  vector_representation/audioBasicIO.py.txt
data:  vector_representation/retry.py.txt
data:  vector_representation/bert_tensorizer.py.txt
data:  vector_representation/attrs.py.txt
data:  vector_representation/profile.py.txt
data:  vector_representation/test_torch_failure.py.txt
data:  vector_representation/web_1.py.txt
data:  vector_representation/lazy.py.txt
data:  vector_representation/encoding.py.txt
data:  vector_representation/benchmark.py.txt
data:  vector_representation/pytesseract.py.txt
data:  vector_representation/utils.py.txt
data:  vector_representation/conf.py.txt
data:  vector_representation/create_ava_actions_tf_record.py.txt
data:  vector_representation/_wait.py.txt
data:  vector_representation/conv_blocks.py.txt
data:  vector_representation/_upload.py.txt
data:  vector_representation/beatport.py.txt
data:  vector_representation/time.py.txt
data:  vector_representation/creator-dask.py.txt
data:  vector_representation/test_torch.py.txt
data:  vector_representation/container_resource.py.txt
data:  vector_representation/multi.py.txt
data:  vector_representation/symbolic_opset9.py.txt
data:  vector_representation/_core.py.txt
data:  vector_representation/expressions.py.txt
data:  vector_representation/crypto_scalarmult.py.txt
data:  vector_representation/cli.py.txt
data:  vector_representation/node_provider.py.txt
data:  vector_representation/util.py.txt
data:  vector_representation/jit_metaprogramming_utils.py.txt
data:  vector_representation/tensor_engine.py.txt
data:  vector_representation/delayed.py.txt
data:  vector_representation/test_task_queue_manager_callbacks.py.txt
data:  vector_representation/audioVisualization.py.txt
data:  vector_representation/_list.py.txt
data:  vector_representation/client_credentials.py.txt
data:  vector_representation/memory_profiler.py.txt
data:  vector_representation/brew_install.py.txt
data:  vector_representation/build_directory_md.py.txt
data:  vector_representation/connections.py.txt
data:  vector_representation/ext.py.txt
data:  vector_representation/test_stress_sortedlist.py.txt
data:  vector_representation/load.py.txt
data:  vector_representation/__metadata__.py.txt
data:  vector_representation/backend_bases.py.txt
data:  vector_representation/decorator.py.txt
data:  vector_representation/_copy.py.txt
data:  vector_representation/engine.py.txt
data:  vector_representation/nanops.py.txt
data:  vector_representation/udf.py.txt
data:  vector_representation/chilpit.py.txt
data:  vector_representation/_highlevel_socket.py.txt
data:  vector_representation/training_utils_v1_test.py.txt
data:  vector_representation/mlp_identity_tf.py.txt
data:  vector_representation/crypto_secretstream.py.txt
data:  vector_representation/craft.py.txt
data:  vector_representation/_helpers.py.txt
data:  vector_representation/conftest.py.txt
data:  vector_representation/_check_streams.py.txt
data:  vector_representation/misc.py.txt
data:  vector_representation/category_crossing_benchmark.py.txt
data:  vector_representation/decorators.py.txt
data:  vector_representation/_multierror.py.txt
data:  vector_representation/option_helpers.py.txt
data:  vector_representation/replaygain.py.txt
data:  vector_representation/normalizer.py.txt
data:  vector_representation/errors.py.txt
data:  vector_representation/apk.py.txt
data:  vector_representation/exception_handler.py.txt
data:  vector_representation/type1font.py.txt
data:  vector_representation/Memoize.py.txt
data:  vector_representation/axisgrid.py.txt
data:  vector_representation/creator-dask-debug.py.txt
data:  vector_representation/asyncsupport.py.txt
data:  vector_representation/converters.py.txt
data:  vector_representation/connect.py.txt
data:  vector_representation/grad_mode.py.txt
data:  vector_representation/timeout.py.txt
data:  vector_representation/philips_hue.py.txt
data:  vector_representation/common.py.txt
data:  vector_representation/dask.py.txt
data:  vector_representation/jit_utils.py.txt
data:  vector_representation/apt.py.txt
data:  vector_representation/calendar.py.txt
data:  vector_representation/recursion.py.txt
data:  vector_representation/cloudwatch.py.txt
data:  vector_representation/loader.py.txt
data:  vector_representation/_io_kqueue.py.txt
data:  vector_representation/creator-ext.py.txt
data:  vector_representation/cache.py.txt
data:  vector_representation/pattern_utils.py.txt
data:  vector_representation/_write_dataset.py.txt
data:  vector_representation/_databases.py.txt
data:  vector_representation/interval.py.txt
data:  vector_representation/rabbitmq.py.txt
data:  vector_representation/pandasutils.py.txt
data:  vector_representation/artist.py.txt
data:  vector_representation/microbenchmarks.py.txt
data:  vector_representation/forwardprop_test.py.txt
data:  vector_representation/alignments.py.txt
data:  vector_representation/crypto_pwhash.py.txt
data:  vector_representation/_read_text.py.txt
data:  vector_representation/async_matrix.py.txt
data:  vector_representation/_download.py.txt
data:  vector_representation/dynamic_params.py.txt
data:  vector_representation/check_colors.py.txt
data:  vector_representation/preprocessing_stage.py.txt
data:  vector_representation/codecs.py.txt
data:  vector_representation/budget.py.txt
data:  vector_representation/access_token.py.txt
data:  vector_representation/create_index.py.txt
data:  vector_representation/core.py.txt
data:  vector_representation/_argon2.py.txt
data:  vector_representation/brew_cask_dependency.py.txt
data:  vector_representation/_recursive.py.txt
data:  vector_representation/debug.py.txt
data:  vector_representation/tf_utils.py.txt
data:  vector_representation/nspawn.py.txt
data:  vector_representation/brew.py.txt
data:  vector_representation/napalm.py.txt
data:  vector_representation/deploy.py.txt
data:  vector_representation/_highlevel_open_tcp_stream.py.txt
data:  vector_representation/compound.py.txt
data:  vector_representation/_loop.py.txt
data:  vector_representation/bucket_batch_sampler.py.txt
data:  vector_representation/_io_windows.py.txt
data:  vector_representation/_jit_internal.py.txt
data:  vector_representation/crypto_generichash.py.txt
data:  vector_representation/net_printer.py.txt
data:  vector_representation/authorization_code.py.txt
data:  vector_representation/function_manager.py.txt
data:  vector_representation/tracing_helper.py.txt
data:  vector_representation/apply.py.txt
data:  vector_representation/junkdrawer.py.txt
data:  vector_representation/nikola.py.txt
data:  vector_representation/pyparsing.py.txt
data:  vector_representation/lru_cache.py.txt
data:  vector_representation/web.py.txt
data:  vector_representation/http.py.txt
data:  vector_representation/binhex.py.txt
data:  vector_representation/constrain.py.txt
data:  vector_representation/dataframe.py.txt
data:  vector_representation/dask_cudf.py.txt
data:  vector_representation/_describe.py.txt
data:  vector_representation/quantization.py.txt
data:  vector_representation/clckru.py.txt
data:  vector_representation/_checkpoints.py.txt
data:  vector_representation/async_utils.py.txt
data:  vector_representation/example.py.txt
data:  vector_representation/cassandra.py.txt
data:  vector_representation/_wrap.py.txt
data:  vector_representation/vsphere.py.txt
data:  vector_representation/column.py.txt
data:  vector_representation/const.py.txt
data:  vector_representation/creator.py.txt
data:  vector_representation/_write_concurrent.py.txt
data:  vector_representation/binder.py.txt
data:  vector_representation/_get.py.txt
data:  vector_representation/_io.py.txt
data:  vector_representation/distancecluster.py.txt
data:  vector_representation/_sequencer.py.txt
data:  vector_representation/metadata.py.txt
data:  vector_representation/vary.py.txt
data:  vector_representation/metrics_utils.py.txt
data:  vector_representation/async_context_manager.py.txt
data:  vector_representation/build.py.txt
data:  vector_representation/_write_parquet.py.txt
data:  vector_representation/cgi.py.txt
data:  vector_representation/argondriver.py.txt
data:  vector_representation/adfly.py.txt
data:  vector_representation/test_utils.py.txt
data:  vector_representation/clitoolbar.py.txt
data:  vector_representation/_inspect.py.txt
data:  vector_representation/layer_utils.py.txt
data:  vector_representation/blink_detection.py.txt
data:  vector_representation/aststrip.py.txt
data:  vector_representation/zcbuildout.py.txt
data:  vector_representation/hooks.py.txt
data:  vector_representation/authorization.py.txt
data:  vector_representation/common_cuda.py.txt
data:  vector_representation/base.py.txt
data:  vector_representation/postgresql_privs.py.txt
data:  vector_representation/_write_excel.py.txt
data:  vector_representation/crypto_shorthash.py.txt
data:  vector_representation/pipeline.py.txt
data:  vector_representation/binary_search_tree_recursive.py.txt
data:  vector_representation/parser_utils.py.txt
data:  vector_representation/combinerefs.py.txt
data:  vector_representation/crypto_box.py.txt
data:  vector_representation/choco.py.txt
data:  vector_representation/btrfs.py.txt
data:  vector_representation/params.py.txt
predicts tensor([1.2561e-21, 1.0000e+00, 1.0000e+00, 1.0000e+00, 1.0000e+00, 1.0000e+00,
        1.0000e+00, 1.0000e+00, 1.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00,
        0.0000e+00, 1.0000e+00, 4.5050e-23, 1.0000e+00, 0.0000e+00, 0.0000e+00,
        0.0000e+00, 1.0000e+00])
predicts tensor([1., 1., 1., 0., 0., 0., 1., 1., 1., 0., 0., 1., 0., 0., 0., 0., 0., 0.,
        0., 0.])
predicts tensor([1., 0., 1., 1., 1., 1., 1., 0., 0., 1., 0., 1., 0., 1., 0., 1., 1., 0.,
        1., 0.])
predicts tensor([0.0000e+00, 0.0000e+00, 1.0000e+00, 0.0000e+00, 0.0000e+00, 1.2957e-09,
